date,state,hospitalized,deathIncrease,totalTestResultsIncrease,positiveIncrease
2020-03-28,MS,,5.0,1422.0,137.0
2020-03-28,MT,,0.0,914.0,48.0
2020-03-28,NC,,1.0,2124.0,258.0
2020-03-28,ND,,0.0,548.0,15.0
2020-03-28,NE,,0.0,444.0,52.0
2020-03-28,NH,,0.0,496.0,42.0
2020-03-28,NJ,,32.0,24.0,10.0
2020-03-28,NM,,1.0,1151.0,47.0
2020-03-28,NV,,-15.0,1226.0,220.0
2020-03-28,NY,,233.0,16515.0,8434.0
2020-03-28,OH,,6.0,2101.0,220.0
2020-03-28,OK,,7.0,546.0,50.0
2020-03-28,OR,,1.0,2364.0,118.0
2020-03-28,PA,,12.0,6733.0,989.0
2020-03-28,PR,,0.0,108.0,18.0
2020-03-28,PW,,0.0,,
2020-03-28,RI,,2.0,278.0,60.0
2020-03-28,RMI,,0.0,,
2020-03-28,SC,,3.0,1609.0,289.0
2020-03-28,SD,,0.0,,
2020-03-28,TN,,0.0,3769.0,350.0
2020-03-28,TX,,4.0,3431.0,439.0
2020-03-28,UT,,0.0,6102.0,333.0
2020-03-28,VA,,3.0,1874.0,241.0
2020-03-28,VI,,0.0,,
2020-03-28,VT,,2.0,,19.0
2020-03-28,WA,,14.0,3611.0,289.0
2020-03-28,WI,,0.0,1391.0,181.0
2020-03-28,WV,,0.0,,24.0
2020-03-28,WY,,0.0,0.0,0.0
2020-03-29,AK,,1.0,427.0,7.0
2020-03-29,AL,,1.0,1491.0,121.0
2020-03-29,AR,,1.0,,25.0
2020-03-29,AS,,0.0,,
2020-03-29,AZ,,2.0,3748.0,254.0
2020-03-29,CA,,18.0,10467.0,1156.0
2020-03-29,CO,,3.0,,0.0
2020-03-29,CT,,1.0,2132.0,795.0
2020-03-29,DC,,4.0,,69.0
2020-03-29,DE,,1.0,589.0,61.0
2020-03-29,FL,,4.0,7224.0,1172.0
2020-03-29,FSM,,0.0,,
2020-03-29,GA,,5.0,947.0,310.0
2020-03-29,GU,,0.0,,3.0
2020-03-29,HI,,0.0,767.0,31.0
2020-03-29,IA,,1.0,,0.0
2020-03-29,ID,,1.0,1482.0,107.0
2020-03-29,IL,,18.0,2734.0,685.0
2020-03-29,IN,,1.0,2109.0,509.0
2020-03-29,KS,,1.0,566.0,61.0
2020-03-29,KY,,0.0,1068.0,102.0
2020-03-29,LA,,14.0,3554.0,1122.0
2020-03-29,MA,,4.0,4663.0,913.0
2020-03-29,MD,,5.0,1551.0,219.0
2020-03-29,ME,,2.0,,19.0
2020-03-29,MI,,21.0,5981.0,1718.0
2020-03-29,MN,,5.0,,0.0
2020-03-29,MO,,2.0,1249.0,133.0
2020-03-29,MP,,0.0,,
2020-03-29,MS,,3.0,1186.0,136.0
2020-03-29,MT,,1.0,715.0,31.0
2020-03-29,NC,,1.0,1784.0,153.0
2020-03-29,ND,,0.0,225.0,8.0
2020-03-29,NE,,0.0,442.0,23.0
2020-03-29,NH,,1.0,537.0,62.0
2020-03-29,NJ,,21.0,30.0,18.0
2020-03-29,NM,,0.0,843.0,47.0
2020-03-29,NV,,1.0,980.0,157.0
2020-03-29,NY,,116.0,14109.0,7399.0
2020-03-29,OH,,4.0,2208.0,273.0
2020-03-29,OK,,2.0,416.0,38.0
2020-03-29,OR,,0.0,1249.0,79.0
2020-03-29,PA,,4.0,5537.0,885.0
2020-03-29,PR,,2.0,110.0,13.0
2020-03-29,PW,,0.0,,
2020-03-29,RI,,1.0,542.0,122.0
2020-03-29,RMI,,0.0,,
2020-03-29,SC,,6.0,1480.0,309.0
2020-03-29,SD,,0.0,,
2020-03-29,TN,,1.0,4523.0,513.0
2020-03-29,TX,,7.0,6019.0,745.0
2020-03-29,UT,,1.0,5257.0,202.0
2020-03-29,VA,,8.0,1328.0,223.0
2020-03-29,VI,,0.0,,
2020-03-29,VT,,0.0,,33.0
2020-03-29,WA,,0.0,2606.0,250.0
2020-03-29,WI,,0.0,1125.0,143.0
2020-03-29,WV,,1.0,,15.0
2020-03-29,WY,,0.0,0.0,0.0
2020-03-30,AK,,0.0,552.0,17.0
2020-03-30,AL,,2.0,2273.0,290.0
2020-03-30,AR,,1.0,,38.0
2020-03-30,AS,,0.0,,
2020-03-30,AZ,,3.0,2296.0,141.0
2020-03-30,CA,,14.0,10029.0,1093.0
2020-03-30,CO,,4.0,,3.0
2020-03-30,CT,,2.0,1168.0,490.0
2020-03-30,DC,,0.0,473.0,106.0
2020-03-30,DE,,1.0,543.0,84.0
2020-03-30,FL,,11.0,12855.0,2015.0
2020-03-30,FSM,,0.0,,
2020-03-30,GA,,19.0,3015.0,690.0
2020-03-30,GU,,0.0,,8.0
2020-03-30,HI,,0.0,495.0,23.0
2020-03-30,IA,,2.0,,4.0
2020-03-30,ID,,1.0,2580.0,294.0
2020-03-30,IL,,8.0,4545.0,1181.0
2020-03-30,IN,,3.0,2464.0,471.0
2020-03-30,KS,,2.0,542.0,76.0
2020-03-30,KY,,2.0,1136.0,169.0
2020-03-30,LA,,34.0,5589.0,1768.0
2020-03-30,MA,,8.0,3611.0,756.0
2020-03-30,MD,,8.0,3260.0,596.0
2020-03-30,ME,,2.0,,9.0
2020-03-30,MI,,52.0,3877.0,1167.0
2020-03-30,MN,,0.0,,2.0
2020-03-30,MO,,1.0,1049.0,144.0
2020-03-30,MP,,0.0,,
2020-03-30,MS,,4.0,1247.0,147.0
2020-03-30,MT,,2.0,461.0,22.0
2020-03-30,NC,,1.0,2437.0,229.0
2020-03-30,ND,,2.0,296.0,15.0
2020-03-30,NE,,0.0,748.0,72.0
2020-03-30,NH,,0.0,230.0,18.0
2020-03-30,NJ,,37.0,49.0,19.0
2020-03-30,NM,,2.0,859.0,52.0
2020-03-30,NV,,2.0,763.0,113.0
2020-03-30,NY,,174.0,14573.0,7579.0
2020-03-30,OH,,10.0,2543.0,298.0
2020-03-30,OK,,0.0,1104.0,88.0
2020-03-30,OR,,3.0,1977.0,152.0
2020-03-30,PA,,11.0,6579.0,1209.0
2020-03-30,PR,,2.0,128.0,15.0
2020-03-30,PW,,0.0,,
2020-03-30,RI,,1.0,257.0,62.0
2020-03-30,RMI,,0.0,,
2020-03-30,SC,,3.0,1136.0,310.0
2020-03-30,SD,,0.0,,
2020-03-30,TN,,6.0,4340.0,428.0
2020-03-30,TX,,4.0,3175.0,446.0
2020-03-30,UT,,2.0,7618.0,409.0
2020-03-30,VA,,2.0,1912.0,280.0
2020-03-30,VI,,0.0,,
2020-03-30,VT,,0.0,274.0,46.0
2020-03-30,WA,,6.0,1915.0,196.0
2020-03-30,WI,,1.0,1654.0,241.0
2020-03-30,WV,,0.0,,26.0
2020-03-30,WY,,0.0,0.0,0.0
2020-03-31,AK,,0.0,523.0,28.0
2020-03-31,AL,,7.0,2431.0,290.0
2020-03-31,AR,,1.0,,56.0
2020-03-31,AS,,0.0,,
2020-03-31,AZ,,4.0,3007.0,265.0
2020-03-31,CA,,21.0,10995.0,1304.0
2020-03-31,CO,,18.0,,0.0
2020-03-31,CT,,33.0,2885.0,1117.0
2020-03-31,DC,,0.0,577.0,109.0
2020-03-31,DE,,3.0,571.0,67.0
2020-03-31,FL,,14.0,12350.0,1703.0
2020-03-31,FSM,,0.0,,
2020-03-31,GA,,27.0,2617.0,617.0
2020-03-31,GU,,1.0,,17.0
2020-03-31,HI,,1.0,1311.0,30.0
2020-03-31,IA,,1.0,,2.0
2020-03-31,ID,,2.0,1864.0,250.0
2020-03-31,IL,,26.0,4831.0,1267.0
2020-03-31,IN,,14.0,3970.0,782.0
2020-03-31,KS,,1.0,1009.0,104.0
2020-03-31,KY,,7.0,1138.0,184.0
2020-03-31,LA,,54.0,6388.0,2036.0
2020-03-31,MA,,33.0,5506.0,1241.0
2020-03-31,MD,,0.0,2304.0,487.0
2020-03-31,ME,,0.0,,27.0
2020-03-31,MI,,75.0,4994.0,1956.0
2020-03-31,MN,,7.0,,0.0
2020-03-31,MO,,1.0,1226.0,122.0
2020-03-31,MP,,0.0,,
2020-03-31,MS,,2.0,1739.0,196.0
2020-03-31,MT,,1.0,737.0,41.0
2020-03-31,NC,,2.0,3576.0,335.0
2020-03-31,ND,,0.0,587.0,24.0
2020-03-31,NE,,1.0,901.0,70.0
2020-03-31,NH,,0.0,466.0,50.0
2020-03-31,NJ,,69.0,58.0,28.0
2020-03-31,NM,,1.0,906.0,57.0
2020-03-31,NV,,9.0,1101.0,220.0
2020-03-31,NY,,238.0,17706.0,9175.0
2020-03-31,OH,,16.0,2713.0,381.0
2020-03-31,OK,,6.0,824.0,64.0
2020-03-31,OR,,2.0,1674.0,104.0
2020-03-31,PA,,14.0,8263.0,1713.0
2020-03-31,PR,,1.0,169.0,16.0
2020-03-31,PW,,0.0,,
2020-03-31,RI,,4.0,441.0,71.0
2020-03-31,RMI,,0.0,,
2020-03-31,SC,,4.0,2454.0,476.0
2020-03-31,SD,,0.0,,
2020-03-31,TN,,10.0,4695.0,540.0
2020-03-31,TX,,3.0,5548.0,608.0
2020-03-31,UT,,0.0,6171.0,293.0
2020-03-31,VA,,7.0,2209.0,419.0
2020-03-31,VI,,0.0,,
2020-03-31,VT,,1.0,238.0,26.0
2020-03-31,WA,,0.0,1230.0,124.0
2020-03-31,WI,,2.0,2446.0,318.0
2020-03-31,WV,,0.0,,43.0
2020-03-31,WY,,0.0,0.0,0.0
2020-04-01,AK,,0.0,611.0,6.0
2020-04-01,AL,,4.0,1753.0,253.0
2020-04-01,AR,,2.0,,49.0
2020-04-01,AS,,0.0,,
2020-04-01,AZ,,5.0,3147.0,273.0
2020-04-01,CA,,0.0,14271.0,1671.0
2020-04-01,CO,,11.0,,4.0
2020-04-01,CT,,16.0,2175.0,704.0
2020-04-01,DC,,2.0,665.0,139.0
2020-04-01,DE,,1.0,1210.0,161.0
2020-04-01,FL,,16.0,12759.0,1812.0
2020-04-01,FSM,,0.0,,
2020-04-01,GA,,24.0,3144.0,689.0
2020-04-01,GU,,1.0,,14.0
2020-04-01,HI,,0.0,979.0,32.0
2020-04-01,IA,,2.0,,6.0
2020-04-01,ID,,0.0,2316.0,371.0
2020-04-01,IL,,42.0,4771.0,1168.0
2020-04-01,IN,,16.0,3374.0,767.0
2020-04-01,KS,,1.0,691.0,74.0
2020-04-01,KY,,2.0,934.0,153.0
2020-04-01,LA,,34.0,6053.0,1775.0
2020-04-01,MA,,33.0,4652.0,1050.0
2020-04-01,MD,,13.0,4302.0,799.0
2020-04-01,ME,,2.0,,26.0
2020-04-01,MI,,78.0,7936.0,3273.0
2020-04-01,MN,,1.0,,0.0
2020-04-01,MO,,4.0,618.0,80.0
2020-04-01,MP,,0.0,,
2020-04-01,MS,,4.0,1479.0,185.0
2020-04-01,MT,,0.0,834.0,38.0
2020-04-01,NC,,1.0,3533.0,346.0
2020-04-01,ND,,0.0,730.0,21.0
2020-04-01,NE,,1.0,999.0,78.0
2020-04-01,NH,,1.0,594.0,65.0
2020-04-01,NJ,,88.0,170.0,68.0
2020-04-01,NM,,1.0,1074.0,49.0
2020-04-01,NV,,6.0,1253.0,230.0
2020-04-01,NY,,365.0,20154.0,10403.0
2020-04-01,OH,,10.0,2945.0,518.0
2020-04-01,OK,,7.0,683.0,86.0
2020-04-01,OR,,0.0,2519.0,140.0
2020-04-01,PA,,11.0,8968.0,1732.0
2020-04-01,PR,,3.0,276.0,22.0
2020-04-01,PW,,0.0,,
2020-04-01,RI,,2.0,540.0,83.0
2020-04-01,RMI,,0.0,,
2020-04-01,SC,,2.0,2024.0,434.0
2020-04-01,SD,,1.0,,
2020-04-01,TN,,0.0,5104.0,516.0
2020-04-01,TX,,17.0,5254.0,506.0
2020-04-01,UT,,2.0,5686.0,316.0
2020-04-01,VA,,7.0,2537.0,395.0
2020-04-01,VI,,0.0,,
2020-04-01,VT,,3.0,458.0,51.0
2020-04-01,WA,,51.0,2516.0,285.0
2020-04-01,WI,,8.0,1661.0,182.0
2020-04-01,WV,,1.0,819.0,47.0
2020-04-01,WY,,0.0,0.0,0.0
2020-04-02,AK,,0.0,553.0,21.0
2020-04-02,AL,,0.0,2117.0,346.0
2020-04-02,AR,,2.0,,33.0
2020-04-02,AS,,0.0,,
2020-04-02,AZ,,3.0,4057.0,393.0
2020-04-02,CA,,31.0,15383.0,1909.0
2020-04-02,CO,,17.0,,7.0
2020-04-02,CT,,27.0,2704.0,1057.0
2020-04-02,DC,,1.0,601.0,131.0
2020-04-02,DE,,1.0,1070.0,169.0
2020-04-02,FL,,43.0,13517.0,1607.0
2020-04-02,FSM,,0.0,,
2020-04-02,GA,,22.0,3025.0,534.0
2020-04-02,GU,,0.0,,20.0
2020-04-02,HI,,1.0,999.0,31.0
2020-04-02,IA,,2.0,,4.0
2020-04-02,ID,,0.0,2493.0,335.0
2020-04-02,IL,,16.0,5502.0,1235.0
2020-04-02,IN,,13.0,4796.0,968.0
2020-04-02,KS,,3.0,844.0,110.0
2020-04-02,KY,,11.0,1326.0,164.0
2020-04-02,LA,,37.0,6451.0,1714.0
2020-04-02,MA,,32.0,6743.0,1650.0
2020-04-02,MD,,5.0,3683.0,748.0
2020-04-02,ME,,0.0,,15.0
2020-04-02,MI,,80.0,6094.0,2145.0
2020-04-02,MN,,4.0,,3.0
2020-04-02,MO,,1.0,889.0,110.0
2020-04-02,MP,,0.0,,
2020-04-02,MS,,3.0,1414.0,134.0
2020-04-02,MT,,0.0,959.0,28.0
2020-04-02,NC,,7.0,3747.0,374.0
2020-04-02,ND,,0.0,467.0,10.0
2020-04-02,NE,,1.0,1008.0,67.0
2020-04-02,NH,,1.0,497.0,75.0
2020-04-02,NJ,,182.0,200.0,96.0
2020-04-02,NM,,1.0,1060.0,100.0
2020-04-02,NV,,6.0,1545.0,197.0
2020-04-02,NY,,285.0,21186.0,11102.0
2020-04-02,OH,,16.0,4153.0,552.0
2020-04-02,OK,,4.0,496.0,36.0
2020-04-02,OR,,3.0,2375.0,107.0
2020-04-02,PA,,16.0,10258.0,2286.0
2020-04-02,PR,,1.0,198.0,16.0
2020-04-02,PW,,0.0,,
2020-04-02,RI,,2.0,475.0,50.0
2020-04-02,RMI,,0.0,,
2020-04-02,SC,,7.0,2534.0,471.0
2020-04-02,SD,,0.0,,
2020-04-02,TN,,9.0,4130.0,480.0
2020-04-02,TX,,12.0,4037.0,464.0
2020-04-02,UT,,0.0,7339.0,391.0
2020-04-02,VA,,5.0,2046.0,360.0
2020-04-02,VI,,0.0,,
2020-04-02,VT,,1.0,370.0,45.0
2020-04-02,WA,,15.0,2070.0,267.0
2020-04-02,WI,,7.0,1791.0,168.0
2020-04-02,WV,,0.0,1118.0,57.0
2020-04-02,WY,,0.0,0.0,0.0
2020-04-03,AK,,0.0,631.0,26.0
2020-04-03,AL,,4.0,3284.0,470.0
2020-04-03,AR,,0.0,,33.0
2020-04-03,AS,,0.0,,
2020-04-03,AZ,,9.0,5357.0,452.0
2020-04-03,CA,,67.0,14139.0,1655.0
2020-04-03,CO,,14.0,,0.0
2020-04-03,CT,,20.0,2440.0,1023.0
2020-04-03,DC,,3.0,830.0,172.0
2020-04-03,DE,,2.0,1251.0,218.0
2020-04-03,FL,,26.0,14256.0,1746.0
2020-04-03,FSM,,0.0,,
2020-04-03,GA,,22.0,3271.0,646.0
2020-04-03,GU,,1.0,,2.0
2020-04-03,HI,,1.0,806.0,19.0
2020-04-03,IA,,0.0,,11.0
2020-04-03,ID,,1.0,1735.0,192.0
2020-04-03,IL,,53.0,5568.0,1259.0
2020-04-03,IN,,24.0,4061.0,791.0
2020-04-03,KS,,4.0,913.0,110.0
2020-04-03,KY,,6.0,1885.0,184.0
2020-04-03,LA,,60.0,6722.0,1514.0
2020-04-03,MA,,38.0,6091.0,1440.0
2020-04-03,MD,,6.0,3545.0,757.0
2020-04-03,ME,,2.0,,26.0
2020-04-03,MI,,61.0,7003.0,2974.0
2020-04-03,MN,,0.0,,0.0
2020-04-03,MO,,0.0,1353.0,153.0
2020-04-03,MP,,1.0,,
2020-04-03,MS,,0.0,1044.0,113.0
2020-04-03,MT,,0.0,1007.0,48.0
2020-04-03,NC,,3.0,3429.0,366.0
2020-04-03,ND,,0.0,466.0,25.0
2020-04-03,NE,,1.0,913.0,60.0
2020-04-03,NH,,2.0,556.0,70.0
2020-04-03,NJ,,109.0,262.0,134.0
2020-04-03,NM,,3.0,1526.0,64.0
2020-04-03,NV,,5.0,1438.0,204.0
2020-04-03,NY,,418.0,22381.0,10910.0
2020-04-03,OH,,10.0,3696.0,487.0
2020-04-03,OK,,4.0,512.0,34.0
2020-04-03,OR,,1.0,2712.0,145.0
2020-04-03,PA,,12.0,10802.0,2438.0
2020-04-03,PR,,3.0,174.0,21.0
2020-04-03,PW,,0.0,,
2020-04-03,RI,,2.0,541.0,60.0
2020-04-03,RMI,,0.0,,
2020-04-03,SC,,2.0,2110.0,459.0
2020-04-03,SD,,0.0,,
2020-04-03,TN,,4.0,4624.0,458.0
2020-04-03,TX,,20.0,4697.0,542.0
2020-04-03,UT,,0.0,8273.0,428.0
2020-04-03,VA,,0.0,2625.0,361.0
2020-04-03,VI,,0.0,,
2020-04-03,VT,,0.0,616.0,103.0
2020-04-03,WA,,23.0,2162.0,221.0
2020-04-03,WI,,6.0,2164.0,271.0
2020-04-03,WV,,0.0,1586.0,70.0
2020-04-03,WY,,0.0,0.0,0.0
2020-04-04,AK,,2.0,372.0,12.0
2020-04-04,AL,,5.0,1616.0,260.0
2020-04-04,AR,,2.0,,47.0
2020-04-04,AS,,0.0,,
2020-04-04,AZ,,11.0,4151.0,408.0
2020-04-04,CA,,6.0,12066.0,1293.0
2020-04-04,CO,,15.0,,2.0
2020-04-04,CT,,33.0,2965.0,1301.0
2020-04-04,DC,,6.0,560.0,130.0
2020-04-04,DE,,0.0,862.0,151.0
2020-04-04,FL,,25.0,10836.0,1583.0
2020-04-04,FSM,,0.0,,
2020-04-04,GA,,10.0,1654.0,305.0
2020-04-04,GU,,0.0,,17.0
2020-04-04,HI,,1.0,439.0,12.0
2020-04-04,IA,,3.0,,9.0
2020-04-04,ID,,0.0,1493.0,125.0
2020-04-04,IL,,33.0,4335.0,983.0
2020-04-04,IN,,14.0,3665.0,660.0
2020-04-04,KS,,4.0,994.0,108.0
2020-04-04,KY,,3.0,1921.0,238.0
2020-04-04,LA,,39.0,6083.0,1775.0
2020-04-04,MA,,24.0,5279.0,1333.0
2020-04-04,MD,,11.0,3726.0,827.0
2020-04-04,ME,,1.0,,21.0
2020-04-04,MI,,62.0,5956.0,2548.0
2020-04-04,MN,,2.0,,4.0
2020-04-04,MO,,5.0,1337.0,130.0
2020-04-04,MP,,0.0,,
2020-04-04,MS,,6.0,1925.0,172.0
2020-04-04,MT,,1.0,927.0,49.0
2020-04-04,NC,,5.0,3923.0,374.0
2020-04-04,ND,,0.0,675.0,28.0
2020-04-04,NE,,2.0,1049.0,92.0
2020-04-04,NH,,2.0,484.0,45.0
2020-04-04,NJ,,200.0,185.0,92.0
2020-04-04,NM,,1.0,1474.0,69.0
2020-04-04,NV,,2.0,1355.0,181.0
2020-04-04,NY,,445.0,18722.0,8686.0
2020-04-04,OH,,11.0,2994.0,410.0
2020-04-04,OK,,4.0,623.0,66.0
2020-04-04,OR,,4.0,1827.0,98.0
2020-04-04,PA,,34.0,8547.0,1966.0
2020-04-04,PR,,3.0,209.0,11.0
2020-04-04,PW,,0.0,,
2020-04-04,RI,,3.0,491.0,110.0
2020-04-04,RMI,,0.0,,
2020-04-04,SC,,11.0,2416.0,395.0
2020-04-04,SD,,0.0,,
2020-04-04,TN,,6.0,5458.0,595.0
2020-04-04,TX,,15.0,4165.0,520.0
2020-04-04,UT,,1.0,6610.0,382.0
2020-04-04,VA,,6.0,2623.0,600.0
2020-04-04,VI,,0.0,,
2020-04-04,VT,,3.0,747.0,73.0
2020-04-04,WA,,26.0,2514.0,256.0
2020-04-04,WI,,19.0,1786.0,206.0
2020-04-04,WV,,0.0,1568.0,65.0
2020-04-04,WY,,0.0,0.0,0.0
2020-04-05,AK,,1.0,285.0,8.0
2020-04-05,AL,,5.0,2476.0,256.0
2020-04-05,AR,,2.0,,55.0
2020-04-05,AS,,0.0,,
2020-04-05,AZ,,12.0,1617.0,188.0
2020-04-05,CA,,43.0,10268.0,1079.0
2020-04-05,CO,,14.0,,0.0
2020-04-05,CT,,24.0,2492.0,939.0
2020-04-05,DC,,1.0,817.0,193.0
2020-04-05,DE,,0.0,661.0,95.0
2020-04-05,FL,,26.0,9390.0,1164.0
2020-04-05,FSM,,0.0,,
2020-04-05,GA,,11.0,853.0,175.0
2020-04-05,GU,,0.0,,33.0
2020-04-05,HI,,0.0,577.0,18.0
2020-04-05,IA,,8.0,,6.0
2020-04-05,ID,,0.0,1003.0,56.0
2020-04-05,IL,,31.0,4903.0,1074.0
2020-04-05,IN,,11.0,3273.0,581.0
2020-04-05,KS,,2.0,1200.0,128.0
2020-04-05,KY,,5.0,2151.0,161.0
2020-04-05,LA,,68.0,5365.0,1560.0
2020-04-05,MA,,15.0,4550.0,1241.0
2020-04-05,MD,,38.0,3462.0,793.0
2020-04-05,ME,,0.0,,23.0
2020-04-05,MI,,77.0,7146.0,2905.0
2020-04-05,MN,,5.0,,0.0
2020-04-05,MO,,10.0,1983.0,267.0
2020-04-05,MP,,-1.0,,
2020-04-05,MS,,16.0,1316.0,139.0
2020-04-05,MT,,0.0,455.0,21.0
2020-04-05,NC,,7.0,2946.0,343.0
2020-04-05,ND,,0.0,583.0,22.0
2020-04-05,NE,,0.0,1353.0,89.0
2020-04-05,NH,,0.0,336.0,47.0
2020-04-05,NJ,,71.0,262.0,164.0
2020-04-05,NM,,1.0,2206.0,142.0
2020-04-05,NV,,1.0,1170.0,173.0
2020-04-05,NY,,669.0,16901.0,8263.0
2020-04-05,OH,,17.0,3216.0,430.0
2020-04-05,OK,,4.0,924.0,56.0
2020-04-05,OR,,1.0,1843.0,124.0
2020-04-05,PA,,14.0,10350.0,2337.0
2020-04-05,PR,,2.0,185.0,13.0
2020-04-05,PW,,0.0,,
2020-04-05,RI,,8.0,438.0,70.0
2020-04-05,RMI,,0.0,,
2020-04-05,SC,,7.0,3027.0,363.0
2020-04-05,SD,,0.0,,
2020-04-05,TN,,2.0,5929.0,483.0
2020-04-05,TX,,22.0,6034.0,803.0
2020-04-05,UT,,0.0,3344.0,178.0
2020-04-05,VA,,2.0,4039.0,560.0
2020-04-05,VI,,1.0,,
2020-04-05,VT,,2.0,388.0,25.0
2020-04-05,WA,,27.0,2143.0,189.0
2020-04-05,WI,,12.0,1901.0,229.0
2020-04-05,WV,,1.0,650.0,48.0
2020-04-05,WY,,0.0,0.0,0.0
2020-04-06,AK,,0.0,464.0,13.0
2020-04-06,AL,,1.0,2256.0,204.0
2020-04-06,AR,,0.0,,38.0
2020-04-06,AS,,0.0,,
2020-04-06,AZ,,1.0,1596.0,173.0
2020-04-06,CA,,24.0,8568.0,1086.0
2020-04-06,CO,,10.0,,2.0
2020-04-06,CT,,17.0,2578.0,1022.0
2020-04-06,DC,,2.0,678.0,185.0
2020-04-06,DE,,1.0,1222.0,249.0
2020-04-06,FL,,33.0,15534.0,1885.0
2020-04-06,FSM,,0.0,,
2020-04-06,GA,,100.0,3308.0,609.0
2020-04-06,GU,,0.0,,8.0
2020-04-06,HI,,1.0,891.0,31.0
2020-04-06,IA,,3.0,,2.0
2020-04-06,ID,,3.0,1212.0,96.0
2020-04-06,IL,,33.0,5474.0,1495.0
2020-04-06,IN,,12.0,2884.0,601.0
2020-04-06,KS,,2.0,694.0,109.0
2020-04-06,KY,,14.0,2167.0,253.0
2020-04-06,LA,,35.0,6426.0,1334.0
2020-04-06,MA,,29.0,4953.0,1515.0
2020-04-06,MD,,12.0,4062.0,841.0
2020-04-06,ME,,0.0,,10.0
2020-04-06,MI,,110.0,5989.0,2416.0
2020-04-06,MN,,5.0,,2.0
2020-04-06,MO,,5.0,1011.0,148.0
2020-04-06,MP,,0.0,,
2020-04-06,MS,,8.0,1239.0,130.0
2020-04-06,MT,,0.0,425.0,30.0
2020-04-06,NC,,2.0,2168.0,273.0
2020-04-06,ND,,0.0,617.0,14.0
2020-04-06,NE,,0.0,1139.0,85.0
2020-04-06,NH,,0.0,356.0,38.0
2020-04-06,NJ,,86.0,348.0,187.0
2020-04-06,NM,,0.0,1272.0,77.0
2020-04-06,NV,,12.0,1079.0,163.0
2020-04-06,NY,,2451.0,19031.0,8882.0
2020-04-06,OH,,23.0,2535.0,370.0
2020-04-06,OK,,5.0,668.0,25.0
2020-04-06,OR,,2.0,1678.0,63.0
2020-04-06,PA,,12.0,9079.0,2278.0
2020-04-06,PR,,1.0,267.0,30.0
2020-04-06,PW,,0.0,,
2020-04-06,RI,,2.0,933.0,128.0
2020-04-06,RMI,,0.0,,
2020-04-06,SC,,6.0,1491.0,346.0
2020-04-06,SD,,2.0,,
2020-04-06,TN,,21.0,3889.0,348.0
2020-04-06,TX,,13.0,4819.0,800.0
2020-04-06,UT,,5.0,5434.0,283.0
2020-04-06,VA,,9.0,3140.0,475.0
2020-04-06,VI,,0.0,,
2020-04-06,VT,,1.0,790.0,63.0
2020-04-06,WA,,34.0,1343.0,136.0
2020-04-06,WI,,9.0,1864.0,232.0
2020-04-06,WV,,1.0,1706.0,85.0
2020-04-06,WY,,0.0,0.0,0.0
2020-04-07,AK,,0.0,510.0,18.0
2020-04-07,AL,,7.0,2743.0,424.0
2020-04-07,AR,,2.0,,93.0
2020-04-07,AS,,0.0,,
2020-04-07,AZ,,8.0,5772.0,575.0
2020-04-07,CA,,31.0,24815.0,2089.0
2020-04-07,CO,,29.0,,2.0
2020-04-07,CT,,71.0,2626.0,1100.0
2020-04-07,DC,,0.0,565.0,134.0
2020-04-07,DE,,1.0,870.0,182.0
2020-04-07,FL,,42.0,16229.0,1867.0
2020-04-07,FSM,,0.0,,
2020-04-07,GA,,32.0,3184.0,488.0
2020-04-07,GU,,0.0,,23.0
2020-04-07,HI,,0.0,799.0,32.0
2020-04-07,IA,,1.0,,15.0
2020-04-07,ID,,2.0,1417.0,69.0
2020-04-07,IL,,73.0,5226.0,1388.0
2020-04-07,IN,,34.0,3425.0,719.0
2020-04-07,KS,,2.0,1049.0,123.0
2020-04-07,KY,,6.0,1304.0,223.0
2020-04-07,LA,,70.0,6578.0,1399.0
2020-04-07,MA,,96.0,7181.0,2011.0
2020-04-07,MD,,21.0,6427.0,1317.0
2020-04-07,ME,,2.0,,5.0
2020-04-07,MI,,118.0,4686.0,1531.0
2020-04-07,MN,,5.0,,5.0
2020-04-07,MO,,14.0,1289.0,143.0
2020-04-07,MP,,0.0,,
2020-04-07,MS,,8.0,853.0,102.0
2020-04-07,MT,,0.0,837.0,27.0
2020-04-07,NC,,13.0,2543.0,375.0
2020-04-07,ND,,1.0,553.0,20.0
2020-04-07,NE,,2.0,1427.0,99.0
2020-04-07,NH,,4.0,448.0,48.0
2020-04-07,NJ,,229.0,303.0,168.0
2020-04-07,NM,,1.0,1480.0,100.0
2020-04-07,NV,,13.0,1159.0,162.0
2020-04-07,NY,,-451.0,23543.0,10247.0
2020-04-07,OH,,25.0,3205.0,433.0
2020-04-07,OK,,16.0,594.0,39.0
2020-04-07,OR,,4.0,1796.0,77.0
2020-04-07,PA,,78.0,8333.0,2448.0
2020-04-07,PR,,2.0,257.0,18.0
2020-04-07,PW,,0.0,,
2020-04-07,RI,,3.0,1396.0,209.0
2020-04-07,RMI,,0.0,,
2020-04-07,SC,,5.0,1833.0,413.0
2020-04-07,SD,,2.0,,
2020-04-07,TN,,7.0,4451.0,354.0
2020-04-07,TX,,14.0,5901.0,877.0
2020-04-07,UT,,0.0,6272.0,280.0
2020-04-07,VA,,12.0,2594.0,468.0
2020-04-07,VI,,0.0,,
