,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease
2020-09-17,181.6894820116196,105.06140135896338,75.63146087421725,229.75552516238395,88.62357062811388,60.256278461106746,43.61500210221505,122.13284885102698,66.2922856223874,121.70077056335788,158.86959710333798,105.38684691432964,137.05633059154056,161.19568427796267,125.1126432882998,215.1865319718965,169.9095943657292,135.65706992687885,135.15025924696047,18.33256743940475,100.5086040185483,47.48430494491105,82.1079144319379,108.91034835504969,163.6582807418004,229.55171822091322,118.69363222029538,163.35747163990223,101.38633052537412,24.532524085737965,48.78944751881493,47.248215553785535,37.28659975709038,118.27708473730759,382.7960004754019,88.44014631457634,221.86884145185078,46.99541145270218,62.22247406800838,57.36751414327288,90.68809270062667,190.7549840878435,270.40281703377883,194.48074644793897,131.72314272598138,163.3565647816614,8.814257943649647,115.41686652479564,53.194631700199665,103.02885708753642,216.5515560772596,87.99616321918352,2.447388789123804,0.3905628303307188,2.737923651733049,7.21906203508057,2.5200158586731143,0.6325792922018204,0.40068904090229723,0.9535898108488593,1.012095963700571,4.812292042552848,4.076856906399442,1.4125570673055192,2.2782767114954248,1.6910412030418853,1.5490540977011338,2.626158622697527,3.138301310074074,1.870580693157905,4.45584074370379,0.265689383179779,0.9806293797507359,1.8964704943078836,1.1729702061705412,1.3298740059635097,5.85608161035332,2.467296910506672,2.138624003969286,1.4770114976483024,3.3161585693340574,0.3151930289388175,0.6513837562261431,1.5329269646145272,0.25702235184601935,2.5675396410413405,2.90565034640976,2.163187438358324,1.7148759204235475,0.8975700205380955,1.009887715773809,3.1311703625957903,2.0227827368169518,4.869454502896952,1.9377926571545805,3.6503055023303586,3.6926427091981986,0.512438760226161,0.0,2.2427291349075715,0.9004910321317524,2.271816191098482,1.0427646876595889,0.987334229668258
2020-09-18,181.66034643079664,103.88971286797121,81.06805479199542,222.58380123900878,85.95531854245999,63.195911642515206,43.31448532153832,118.39184267000454,67.40559118245802,121.80054164924358,157.30882020187818,102.76352664647652,142.37230958502988,142.19401795978203,125.18691300531287,217.26934743127728,173.21952152869798,135.11348237502096,137.5625592357932,19.820427985211516,97.24771596058201,49.99220581716519,80.14104365939583,111.97539130212752,143.90600547409227,231.7629748859899,123.77286422972243,164.39137968825605,101.66460956615742,25.898360544472844,49.25587045537193,49.32618321692968,37.0148904137103,114.17719385161294,398.2615587708087,86.47861194250567,226.12895426469245,42.57530248363722,61.4915608593544,67.36489380098944,92.8457276198981,180.25305514569823,280.89919392669947,208.1406289294388,126.6485303304188,176.81365222412236,7.898490884569165,116.51312591536613,52.65996514987144,105.46009897625585,229.2855530865614,93.54991826106748,2.3599820466550967,0.4882035379133986,2.747736998155032,7.100716755816953,2.3898572203485346,0.5333511679348684,0.48082684908275664,1.0269428732218484,0.8096767709604568,4.935343048478525,4.076856906399442,1.4125570673055192,2.478125545837129,1.6064891428897914,1.5384441381278384,2.694076518112118,2.8195675832696763,1.8226170856410358,4.686315264929847,0.2125515065438232,0.9451849443380587,1.751385319879958,1.115752147332954,1.3045430725165856,5.328074252042777,2.5371260683512005,2.138624003969286,1.4031609227658872,3.455298089725696,0.3151930289388175,0.627258431921471,1.6010570519307283,0.2753810912635921,2.5062455912552077,3.0931116590813574,2.199851632228804,1.6787732694672626,0.8636994537253373,1.071262107340173,3.2206323729556705,2.225061010498647,4.591992707860087,2.2607581000136774,3.754898783199424,3.65076483991443,0.40103902974221306,0.0,2.4017285885017654,0.8629705724595961,2.152246917882773,1.0427646876595889,0.8639174509597259
2020-09-19,180.0724572759485,104.57319782104997,78.85023850062744,235.12840084095208,84.7766597620763,66.56966786759158,43.31448532153832,114.21071811474413,67.20317198971792,121.52450831162652,157.91429399985824,96.0034321100858,150.40623272556638,140.63262324897335,125.17630304573954,213.17163440793027,173.21952152869798,138.16716538692836,137.5625592357932,19.554738602031737,96.13712365098478,51.660685323086334,77.93099613679402,111.97539130212752,158.61821050338156,224.78005910153712,133.59716824795632,174.5089084471469,100.11088492178409,26.055957058942255,50.26913407616815,49.87122391545928,37.6941637721605,111.91612445950224,400.4173638665321,84.09543934092446,227.75357355772525,46.41961181688528,62.60187939769136,79.71065123065284,88.5978838725825,179.67038537612083,287.03553734102223,199.5326019139148,125.02514704465389,191.1619375104549,7.7840200021841035,116.55496787683829,52.200339518887525,103.02885708753642,246.5095721627268,95.52458672040397,2.3599820466550967,0.2929221227480391,2.5514700697153874,6.887695253142446,2.2940460004707184,0.5209476524014992,0.48082684908275664,0.9535898108488593,0.8096767709604568,4.945320157067092,4.184496692707019,1.96749020088983,2.2383069446270842,1.6177627509100705,1.4960042998346563,2.331847742567631,2.8195675832696763,1.8386049548133254,4.686315264929847,0.265689383179779,0.9451849443380587,1.8550175873284767,1.1658179488158429,1.4185322730277437,5.760080272478677,1.7922817180095636,2.6732800049616077,1.4031609227658872,3.2465888091382387,0.3151930289388175,0.5950913328485751,1.6010570519307283,0.2753810912635921,2.3564156917779946,3.3743036280887537,2.1754088363151505,1.6787732694672626,0.7790230366934414,1.09358006790976,3.15353586518576,2.225061010498647,4.3145309128232245,2.1800167392989036,3.702602142764891,3.547301868742766,0.44559892193579226,0.0,2.619306788156978,0.7879296531152834,2.5906675863403748,0.8955508494017648,0.8639174509597259
2020-09-20,184.25341312403498,105.84252701962481,80.97973467419759,248.45407928603527,83.61969408808004,69.24882722279929,43.31448532153832,111.71671399406252,68.4176871461586,121.47129706582083,154.43618340479472,90.40365230755323,150.68602109364477,140.6269864449632,124.14713696712991,212.5377340507274,173.21952152869798,140.18163690263688,130.5100388862758,21.095737024474456,94.95564247056221,51.588142735872374,77.93099613679402,119.43535120224662,155.42616601904962,225.8973256270495,136.0031202524218,184.3310349065081,97.25852475375551,26.266085744901467,51.378898994183054,50.143744264724084,38.182506240667934,113.59830560363277,405.47881930866515,84.02822165216189,238.27749631148242,46.45348238369804,62.83621798367203,84.98890984188574,91.76691016026237,176.9651328745114,289.6192608838951,202.78545294894272,123.72200628870603,203.01486883394696,8.241903531724347,113.68460931984838,52.46298273659262,105.30067327863492,256.8758799400486,103.54667733645859,2.3454142562436457,0.2929221227480391,2.5024033376054757,6.793019029731553,2.3103158302612914,0.5209476524014992,0.48082684908275664,0.88023674847587,0.9108863673305141,4.848874774044265,3.801029953986278,1.816144800821382,2.2782767114954248,1.668493987001327,1.5066142594079517,2.2639298471530407,2.8195675832696763,1.8386049548133254,4.194636286314257,0.265689383179779,0.9451849443380587,1.9171969477975872,1.1658179488158429,1.3678704061338958,5.424075589917421,1.5944324374500667,2.6732800049616077,1.4031609227658872,3.292968649268784,0.26266085744901463,0.5870495580803512,1.5669920082726276,0.24967885607899018,2.4040888416116535,3.2805729717529544,2.1754088363151505,1.6787732694672626,0.7620877532870624,1.2330673214696783,2.9298808392860614,2.4273392841803427,4.328404002575067,2.341499460728452,3.6921428146779856,3.500497191307965,0.40103902974221306,0.0,2.8201482032233276,0.7879296531152834,2.5508111619351377,0.9078186692565833,0.8639174509597259
2020-09-21,186.56969179945574,109.35759249260127,81.32320179896696,238.6787592188606,83.98666913780073,73.3295838332777,53.27160798796041,104.01464244489866,67.10196239334785,121.00237296215809,158.31121571186745,86.11553263894719,152.8443885045352,141.1681196299366,123.42565971614582,218.582426742626,172.7291619489989,141.5406057822815,129.49595099288118,21.5208400375621,90.79682871547476,51.867949857983376,80.52726555654954,123.07034015188022,154.22614929561658,232.37979911361663,141.2160162620969,191.9007188319557,94.35978474559639,25.005313629146194,51.98203210179987,52.42610218981683,38.3771088784942,112.11362750881314,416.25784478728207,84.50485617247816,247.08654314481598,46.69057635138734,61.089837569101846,80.94075387310119,91.69948406903514,173.6494644238209,288.1659163910291,201.86503207729496,142.9193142492007,208.56257541204752,8.241903531724347,113.5339782585486,52.64120492003536,103.46727775599402,265.7209780553729,112.55610218218143,2.374549837066548,0.2929221227480391,2.5416567232934044,6.840357141436999,2.33562445437996,0.5581581990016063,0.5409302052181013,1.3203551227138053,1.012095963700571,4.845549071181408,3.7673925207651613,1.765696334131899,2.3182464783637657,1.6628571829911876,1.527834178554543,2.3997656379822225,2.8195675832696763,1.8545928239856153,4.148541382069045,0.3188272598157348,0.933370132533833,1.9068337210527353,1.2230360076534301,1.3805358728573576,5.40007525544876,1.7224525601650351,2.806944005209688,1.4031609227658872,3.2002089690076927,0.26266085744901463,0.5870495580803512,1.4988619209564265,0.24600710819547564,2.3836574916829423,3.3743036280887537,2.1204125455094305,1.7148759204235475,0.7620877532870624,1.2498057918968686,2.952246341876031,2.562191466634806,4.231292374312165,2.341499460728452,3.8071954236339565,3.510350807610029,0.40103902974221306,0.0,2.8201482032233276,0.7879296531152834,2.5906675863403748,0.9323543089662208,0.8639174509597259
2020-09-22,189.06078395981388,111.70096947458558,86.36726185986583,241.99242703824186,83.90351222998224,79.12202558736105,47.64192696328314,106.58199962795328,66.69712400786763,123.05433162854037,153.8643470400357,83.69400623785201,166.2742301722977,141.951635387346,125.68558110525773,220.6878815004784,172.7291619489989,150.4778246495915,137.11697516142283,23.008700583368864,90.65505097382405,51.88867631147309,81.92910799807042,124.29889042405604,159.4102215408474,235.70832230420578,154.9834082876492,199.87658091925653,97.25852475375551,26.055957058942255,53.60647060498111,54.81065524588387,39.10044321154657,115.19195089807224,434.06666949108376,84.68206644285213,253.0615318780812,47.50346995489355,62.975705237231935,80.76182985238142,97.90268446194045,206.4454485971781,305.68679166613515,202.84820891746412,183.3166776835845,215.7812779474074,8.241903531724347,113.83524038114813,52.95074871233066,108.52904365545906,277.8661197116434,112.67951896088995,2.622202274061219,0.2929221227480391,2.718296958889085,6.91136430899517,2.373587390557962,0.6449828077351896,0.4407579449925269,1.3937081850867945,1.012095963700571,5.028462728638496,4.083584393043665,1.7152478674424159,2.478125545837129,1.786866871214259,1.485394340261361,2.3997656379822225,2.8195675832696763,1.9505200390193536,4.117811445905571,0.3188272598157348,1.0397034387718644,1.9379234012872912,1.3303198679739068,1.4818596066450536,6.264087296320561,2.3625531737398795,2.940608005457768,1.7724137971779625,3.5480577699867895,0.26266085744901463,0.6031331076167991,1.6010570519307283,0.23866361242844658,2.5675396410413405,3.655495597096149,2.0593055557252975,1.9495431516394015,0.7959583200998207,1.2944417130360426,2.9298808392860614,2.6970436490892693,4.591992707860087,2.341499460728452,3.8176547517208634,3.5497652728182816,0.42331897583900263,0.0,3.1297787181172834,1.0974734454105735,2.670380435150847,1.0182290479499516,0.8639174509597259
2020-09-23,185.53537868024267,112.77501725799506,85.79808776739087,253.44825007095986,86.66938329437957,83.71132633470756,48.96420079826073,111.64336093168951,67.10196239334785,125.00984491189978,150.63515345080845,76.93391170146131,174.50800214717586,144.83204223652734,125.7492408626975,235.90149007334682,191.63252374639822,152.52427190364457,122.59708032418116,23.22125208991269,91.2339767522311,55.640164393109444,81.50712481414322,129.59305551446317,162.4342636838987,238.245448372557,163.33740830315426,195.99942573792973,105.49094637692748,26.949003974268905,54.402606307035285,58.557810048274945,39.427228773179365,115.5665256467653,456.18710438633235,84.25431751436321,256.90646420492556,50.094568316069555,62.791582062532854,81.63408445339026,101.2065629320748,214.65831773026932,328.05214858412756,210.46259976473203,181.81892800567087,228.32488759989994,7.7840200021841035,111.3079859082299,57.17180042544824,107.4529201965177,289.9131188090754,125.63828072528582,2.957261453524597,0.2929221227480391,2.688856919623139,7.124385811669677,2.4639753338389205,0.6573863232685585,0.4607923970376418,1.4670612474597835,0.6072575782203425,5.031788431501353,4.339228885524158,1.6143509340634503,2.478125545837129,1.7530460471534215,1.411124623248293,2.2639298471530407,3.0892653521041673,1.7746534781241665,4.102446477823834,0.3188272598157348,1.0160738151634132,2.083008575715217,0.9011844266920013,1.4691941399215918,5.928082613759305,3.1888648749001334,2.8737760053337285,2.0308908092664155,3.3393484893993315,0.26266085744901463,0.6031331076167991,1.4988619209564265,0.24600710819547564,2.4381410914928385,4.31161019144674,2.218183729164044,1.931491826161259,0.7790230366934414,1.433928966595961,2.616763803026482,2.6970436490892693,4.439388720589813,2.341499460728452,3.5980088618958272,3.5399116565162183,0.3787590836454233,0.0,3.2804097794170453,0.8629705724595961,2.5906675863403748,0.9446221288210395,0.987334229668258
2020-09-24,184.15143859115483,114.4349092869006,86.84811583454297,266.18220211972493,86.36567980495555,87.221521230651,47.66196141532825,108.63588537439698,70.23945988081962,124.81030274012842,147.48668970131183,80.41485590303563,177.18597652735474,146.54563065560978,127.24524516253216,241.4707574973433,191.63252374639822,150.06214005111195,124.33332171741746,24.177733869359894,91.2339767522311,56.44849607920788,82.18658926283959,136.31841834462148,167.71433726700417,241.14335842310493,172.35972831989966,197.95646597231374,107.85631822358535,24.742652771697184,55.641039621341776,61.14675336629058,40.154234854115245,118.74019533569172,468.5595510226577,83.45992664716945,262.5384777541061,51.34777928814162,64.27572644041038,87.4043841216025,103.0944934864373,223.56484135095263,344.2004207270824,201.93824737390332,182.56287603647664,247.3074016743647,7.6695491197990435,108.51294288188986,57.5001044475796,107.17392522568105,300.7824072004447,136.49895725163668,2.986397034347499,0.2929221227480391,2.806617076686925,7.242731090933294,2.415165844467203,0.6697898388019276,0.42072349294741207,1.2470020603408156,0.5060479818502855,4.918714534164243,4.157586746130125,1.5639024673739679,1.9185488096803576,1.7643196551737006,1.4641744211147703,2.1507333547953884,3.0892653521041673,1.6307626555735582,4.025621637415148,0.3188272598157348,1.0042590033591872,2.0311924419909575,0.8940321693373029,1.3172085392400479,5.232072914168132,3.0375683662369877,2.806944005209688,1.5139367850895096,3.1306392088118726,0.2101286859592117,0.6353002066896952,1.4647968772983262,0.22764836877790287,2.492624691302734,4.967724785797331,2.205962331207217,1.8953891752049736,0.7451524698806831,1.4450879468807543,2.572032797846542,2.629617557862037,4.2174192845603224,2.664464903587549,3.3679036439838845,3.483253362779355,0.31191924535505455,0.0,3.3891988792446512,0.9004910321317524,2.7102368595560833,0.9078186692565833,0.987334229668258
2020-09-25,203.29351519180173,118.04761546745978,86.78923575601107,259.48385931340425,86.49945396101135,92.20773447506537,45.297896074004704,118.75860798186946,67.81042956793824,122.16636896415774,146.20846723890938,76.42942703456647,184.5404136311294,149.32457503260864,126.27973884136227,247.04002492133978,201.1945355505301,149.67843119097697,123.58043828141234,23.540079349728423,90.20608812526348,56.94593096296077,79.57601532837464,145.3108997182795,164.57029345160953,246.00812308627374,185.7261283447077,197.8456901099901,114.72053456290617,22.27364071167644,56.46934242246884,65.54114399818555,40.25704379485366,150.13636972614418,486.36837572645953,82.90996373911226,268.5676204638057,54.37919501788349,63.14866943164624,100.89078218335436,86.03569240594767,206.09862135338204,358.2494174914532,204.95053386293233,185.2381328624868,264.1287609774409,7.555078237413984,107.05684262265885,58.05353122774392,110.76100342215231,315.3320415482597,142.6697961870633,2.3017108850092924,0.7811256606614376,2.934190580172695,7.408414481902356,2.366356355095485,0.6449828077351896,0.42072349294741207,1.3203551227138053,0.7084671745903997,4.739126579570012,4.224861612572359,1.5134540006844848,1.9984883434170395,1.702314811062165,1.5490540977011338,2.1733726532669184,2.9666754571793983,1.6787262630904276,3.718322275780403,0.3188272598157348,1.05151825057609,2.000102761756402,0.9083366840466996,1.2285502721758137,5.376074920980098,3.4099905414078058,2.606448004837567,1.1816091981186416,3.1074492887465994,0.2101286859592117,0.6111748823850232,1.6010570519307283,0.23499186454493196,2.6288336908274736,5.530108723812123,2.022641361854817,1.8953891752049736,0.7112819030679248,1.3613955947448029,2.5049362900766323,2.4273392841803427,3.731861143245812,3.1489130678761934,3.420200284418417,3.3674733712301115,0.3787590836454233,0.0,3.556566725133276,0.8348302277054788,2.670380435150847,0.9691577685306769,0.987334229668258
2020-09-26,203.1478372876872,119.60986678878264,85.3564871784017,261.42472189332756,86.66215225891709,94.30392860020473,45.297896074004704,104.8948791933745,67.10196239334785,120.71303681308964,141.06193995607842,74.51238530036613,192.13466933611414,151.12835231585333,127.19219536466571,254.42043622305863,201.1945355505301,153.8192893066,123.58043828141234,22.63673544691717,87.89038501163523,57.10137936413354,80.92779196841265,152.88484881890975,169.37036034534177,243.00546929895899,199.29302436988786,196.4794544746654,119.08023953517753,24.637588428717574,59.08291922214165,69.18610366960233,40.82983646468194,152.21355696889643,489.27402607286916,82.13390496885377,268.08023467589584,58.40979246860173,63.75683385716748,102.12088482580272,86.64252722699278,212.1889077544412,379.16142991657966,209.18656173812948,186.84673572379867,274.0433369905122,7.6695491197990435,104.33711512696867,59.113484213482344,105.10139115660873,333.3902723745528,144.1507975315657,2.199736352129134,0.7811256606614376,3.0126973515485527,7.479421649460527,2.3157391068581488,0.6449828077351896,0.42072349294741207,1.4670612474597835,0.8096767709604568,4.769057905335718,4.2181341259281355,1.5639024673739679,1.838609275943676,1.7192252230925835,1.485394340261361,2.128094056323858,2.9666754571793983,1.5508233097121094,3.718322275780403,0.265689383179779,1.05151825057609,2.020829215246106,0.9512502281748902,1.2412157388992757,5.424075589917421,4.178111277697619,2.5396160047135274,1.2554597730010568,3.0842593686813267,0.2101286859592117,0.627258431921471,1.6691871392469295,0.24233536031196112,2.6765068406611325,5.623839380147921,2.0104199638979905,1.8953891752049736,0.7282171864743041,1.4841443778775314,2.3931087771267827,2.562191466634806,3.926084399771616,2.825947625017097,3.2423917069410066,3.305888269342217,0.3341991914518441,0.0,3.5314615482499825,1.0224325260662606,2.670380435150847,0.9078186692565833,0.987334229668258
2020-09-27,197.6266447217472,124.39426146033395,85.62144753179518,260.90400266456766,85.66065384736409,96.18926296127682,45.297896074004704,103.50117100828774,66.59591441149757,118.89055164424445,137.04563042947697,74.41148836698717,205.00493426771988,151.92877848529315,123.56358919059866,252.33762076367785,201.1945355505301,152.62019911867833,118.07977970815043,22.58359757028122,86.16542248821827,60.27252674805821,80.92779196841265,157.34309310556839,167.64233626359817,240.43342865168555,206.243552382788,202.6459774773471,120.37887505883282,25.005313629146194,62.58913302108731,70.95748593982354,41.347552916257484,152.85373926666273,481.0257283153189,81.90780910665248,255.53456346858673,58.00334566684863,68.45476455706554,110.21719676337182,87.65391859540125,194.54233759009668,395.8748915845379,221.43443492789697,186.47476170839576,283.8465132730997,7.097194707873743,103.18227699033716,59.51682915495802,105.57966824947157,341.0331241441049,158.83739419788105,2.185168561717682,1.1716884909921563,2.9538172730166594,7.739781263840481,2.274160652948908,0.6573863232685585,0.42072349294741207,1.3203551227138053,0.8096767709604568,4.782360716787141,4.123949312909007,1.7152478674424159,1.7986395090753355,1.7135884190824442,1.5066142594079517,2.1733726532669184,2.9666754571793983,1.5508233097121094,3.533942658799557,0.2125515065438232,1.1460367450098963,2.010465988501254,0.9512502281748902,1.1272265383881175,5.328074252042777,4.166473084723531,2.5396160047135274,1.2923850604422644,3.0842593686813267,0.15759651446940875,0.6353002066896952,1.6010570519307283,0.24233536031196112,2.6492650407561844,5.905031349155318,1.9920878669627502,1.7870812223361179,0.6943466196615455,1.5008828483047219,2.3483777719468426,2.3599131929531105,3.6347495149829094,2.7452062643023223,3.1273390979850357,3.2812542285870583,0.44559892193579226,0.0,3.640250648077589,1.0224325260662606,2.7102368595560833,0.8955508494017648,0.987334229668258
2020-09-28,197.01479752446625,128.20224905605846,86.21024831711414,270.3479559498042,85.84142973392598,96.6357895204781,45.11758600559867,106.50864656558026,64.97656086957664,115.59810581001686,134.17299363239354,73.70520983333442,208.7221225864756,153.82274463270005,125.00654369256682,251.88483479424724,214.04195653864588,154.39485259680248,114.20780775155265,21.095737024474456,85.46834859176894,62.09645465515213,81.6430177038825,160.71210725400928,168.7463516491566,239.82824261703294,220.94659241007687,211.50804646323692,124.69220019097362,25.950892715962645,64.60761848791154,73.0013885593096,42.26916163501964,153.01037961611618,481.68184290966946,81.38228899450894,270.246393733273,58.985592104418615,65.63154254501278,120.32640393403823,87.24936204803785,191.1018113316396,398.62009784884026,203.51760591502617,186.77037019745765,289.72841904265215,6.181427648793259,100.60481216365234,60.35165938266349,107.29349449889672,352.3317862303929,168.09365260102098,2.1268974000718774,1.1716884909921563,2.9538172730166594,7.976471822367714,2.2108890926522373,0.6697898388019276,0.36062013681206756,1.2470020603408156,0.8096767709604568,4.679263928038601,4.0903118796878895,1.6647994007529334,1.7986395090753355,1.7586828511635608,1.6127138551409064,2.1733726532669184,2.525351835450232,1.5508233097121094,3.5032127226360825,0.2125515065438232,1.1696663686183475,2.0311924419909575,0.9297934561107951,1.1778884052819658,5.160071910762149,4.0733675409308265,2.405952004465447,1.3293103478834722,2.9914996884202334,0.15759651446940875,0.5870495580803512,1.7032521829050302,0.2717093433800776,2.6220232408512367,5.998762005491116,1.9981985659411639,1.8412351987705458,0.6435407694424082,1.3279186538904229,2.3707432745368124,2.3599131929531105,3.6070033354792237,2.7452062643023223,3.0541238013766905,3.2566201878319005,0.3787590836454233,0.0,3.590040294311001,0.8817308022956744,2.471098313124665,0.9200864891114019,0.493667114834129
2020-09-29,195.12098477097757,135.91586495509017,88.07478413729075,269.77989860933883,85.70946333673578,98.31026411748292,46.03917079967395,102.25416894794691,62.041482574845,117.14788334410783,131.00434742296423,74.10879756685027,215.47701318722517,153.23651701564552,125.59009146909808,253.537503582669,214.04195653864588,157.57643856208813,116.69693258079407,22.26477031046548,83.48346020865903,64.15873677737764,84.761401910531,165.86695221045832,170.76237974452414,225.38524513618964,232.5753604316599,219.18850625100805,128.82000596259223,25.478103172554423,65.10620852354143,76.10130753219676,43.8223109897463,151.53251197127275,499.2094756444639,82.0178016882639,269.05500625171555,59.44284475639086,64.72208565180212,125.13498699088179,88.05847514276465,196.49844324510656,403.9490276560153,202.70177832424744,183.6172129807974,292.66937192742836,5.8380150016380785,100.43744431776373,60.93322650758192,108.25004868462241,364.6732130043405,170.68540495390016,1.8938127534886584,1.1716884909921563,2.8262437695308904,8.047478989925882,2.1494252912211858,0.6201757766684515,0.40068904090229723,1.2470020603408156,1.012095963700571,4.546235813524355,4.009582039957207,1.6647994007529334,1.638760441601972,1.786866871214259,1.6127138551409064,2.128094056323858,2.525351835450232,1.5348354405398195,3.257373233328287,0.2125515065438232,1.1460367450098963,2.051918895480661,1.0013160296577792,1.1778884052819658,5.352074586511438,4.119920312827178,2.472784004589487,1.3662356353246796,2.574081127245318,0.05253217148980292,0.5950913328485751,1.5329269646145272,0.23866361242844658,2.6084023408987624,6.279953974498513,1.6926636170204963,1.913440500683116,0.6096702026296499,1.3837135553143902,2.3036467667669025,2.3599131929531105,3.620876425231066,3.1489130678761934,3.064583129463596,3.1063525392254356,0.46787886803258183,0.0,2.912200518462071,0.7973097680333224,2.5906675863403748,0.9936934082403142,0.493667114834129
2020-09-30,198.32589866149686,141.1884631645549,84.39477922904743,271.6734230775567,86.16140305314059,97.36759693694685,47.76213367555383,101.15387301235207,59.0051946837433,115.79099657606254,127.62042164091983,75.2186638340189,224.7899688675486,155.10793594701187,129.54760638993727,260.7141611981441,217.69513540740394,161.09376977999187,116.66620264463062,23.912044486180115,80.77786830549132,66.50082602171415,87.77250225685904,168.71668222323726,166.94632656400697,227.24735601204378,243.2684804515063,224.28419591789466,132.9246218141456,25.530635344044224,68.13795761116184,81.55171451749284,45.10007925320937,153.9706530627656,515.9872631285718,82.30500454024934,269.235519506497,61.458143481749985,66.82555343548569,128.55690888714716,93.72226680585212,191.72610037047252,411.6194569239189,199.27111871174213,182.77226538289548,296.21188335681785,5.952485884023139,99.68428901126492,63.43771719069835,105.69923752268726,376.41351660540204,170.56198817519157,2.15603298089478,1.1716884909921563,2.737923651733049,5.017839840777314,2.1277321848337554,0.6077722611350824,0.42072349294741207,1.2470020603408156,1.012095963700571,4.616075573644334,4.049946959822548,1.6143509340634503,1.638760441601972,1.786866871214259,1.69759353172727,2.4224049364537534,2.255654066615741,1.4708839638506603,3.3341980737369736,0.1594136299078674,1.110592309597219,2.1866408431637345,1.0013160296577792,1.3172085392400479,5.112071241824825,4.4108751371793815,2.606448004837567,1.5508620725307174,2.458131526918952,0.05253217148980292,0.5950913328485751,1.5329269646145272,0.2533506039625048,2.6084023408987624,6.9360685688491035,1.5215640456249226,1.931491826161259,0.6096702026296499,1.3334981440328197,2.0352607356872636,2.225061010498647,3.412780078953419,2.5029821821580005,3.1691764103326614,3.037377225110993,0.4901588141293714,0.0,2.711359103395721,0.9755319514760653,2.3913854643141916,1.2267819854818696,0.493667114834129
2020-10-01,203.75968448496815,144.0200436844526,74.11039217881002,274.7977384501162,85.8432374927916,100.13358090088816,47.20116901829061,107.7556486259211,57.48705073819243,113.38983910908037,123.99430633968336,76.1267362344296,238.01996170096936,155.72798438812725,132.94279345339183,262.7516980605819,217.69513540740394,165.60234888657763,117.7878453145974,24.921664142263275,82.59734932334209,69.86887471379099,87.90124288924362,170.7051604988208,166.8263248916637,227.8525420466963,257.5036964779269,226.90589132622046,134.84938517956326,26.423682259370874,68.78129959261977,83.86813748624368,46.884548724597444,158.9082292955374,513.6439967201769,83.89378627463681,271.6904997715244,61.966201983941346,68.06977973724017,123.94961535361334,96.14960609003245,178.64377673448445,440.04041589551935,201.78135745259968,181.50853909215587,298.3730381282065,5.952485884023139,94.23646562759018,64.85411454332225,103.38756490718355,387.037448599675,176.60941033190966,2.141465190483329,1.2693291985748363,2.6005368018252977,5.159854175893654,2.109654596177564,0.5953687456017133,0.4607923970376418,1.2470020603408156,0.9108863673305141,4.562864327838636,3.9624896334476425,1.6647994007529334,1.5987906747336316,1.7812300672041197,1.7718632487403378,2.467683533396814,2.255654066615741,1.566811178884399,3.195913361001339,0.2125515065438232,1.0397034387718644,2.279909883867401,1.0513818311406682,1.3678704061338958,4.776066559263569,4.317769593386676,2.5396160047135274,1.4400862102070946,2.249422246331494,0.15759651446940875,0.6111748823850232,1.5669920082726276,0.2827245870306213,2.717369540518554,6.9360685688491035,1.4482356578839624,1.8953891752049736,0.6435407694424082,1.3781340651719933,1.7221436994276846,2.157634919271415,3.3572877199460454,3.471878510735291,3.524793565287482,3.037377225110993,0.4901588141293714,0.0,2.5774648266848215,0.8911109172137134,2.3913854643141916,1.4598705627234245,0.493667114834129
